Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Reinforced Dirt Gate Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Stairs Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Fence Cover
thermaldynamics:cover:0, Reinforced Dirt Brick Gate Cover
thermaldynamics:cover:0, Stable Stone Cover
thermaldynamics:cover:0, Rimmed Stable Stone Cover
thermaldynamics:cover:0, Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Black Stable Stone Cover
thermaldynamics:cover:0, Black Rimmed Stable Stone Cover
thermaldynamics:cover:0, Black Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Blue Stable Stone Cover
thermaldynamics:cover:0, Blue Rimmed Stable Stone Cover
thermaldynamics:cover:0, Blue Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Brown Stable Stone Cover
thermaldynamics:cover:0, Brown Rimmed Stable Stone Cover
thermaldynamics:cover:0, Brown Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Cyan Stable Stone Cover
thermaldynamics:cover:0, Cyan Rimmed Stable Stone Cover
thermaldynamics:cover:0, Cyan Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Green Stable Stone Cover
thermaldynamics:cover:0, Green Rimmed Stable Stone Cover
thermaldynamics:cover:0, Green Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Light Blue Stable Stone Cover
thermaldynamics:cover:0, Light Blue Rimmed Stable Stone Cover
thermaldynamics:cover:0, Light Blue Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Light Stable Stone Cover
thermaldynamics:cover:0, Light Rimmed Stable Stone Cover
thermaldynamics:cover:0, Light Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Lime Stable Stone Cover
thermaldynamics:cover:0, Lime Rimmed Stable Stone Cover
thermaldynamics:cover:0, Lime Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Magenta Stable Stone Cover
thermaldynamics:cover:0, Magenta Rimmed Stable Stone Cover
thermaldynamics:cover:0, Magenta Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Orange Stable Stone Cover
thermaldynamics:cover:0, Orange Rimmed Stable Stone Cover
thermaldynamics:cover:0, Orange Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Pink Stable Stone Cover
thermaldynamics:cover:0, Pink Rimmed Stable Stone Cover
thermaldynamics:cover:0, Pink Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Plain Stable Stone Cover
thermaldynamics:cover:0, Plain Rimmed Stable Stone Cover
thermaldynamics:cover:0, Plain Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Purple Stable Stone Cover
thermaldynamics:cover:0, Purple Rimmed Stable Stone Cover
thermaldynamics:cover:0, Purple Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Red Stable Stone Cover
thermaldynamics:cover:0, Red Rimmed Stable Stone Cover
thermaldynamics:cover:0, Red Rimmed Black Stable Stone Cover
thermaldynamics:cover:0, Yellow Stable Stone Cover
thermaldynamics:cover:0, Yellow Rimmed Stable Stone Cover
thermaldynamics:cover:0, Yellow Rimmed Black  Stable Stone Cover
thermaldynamics:cover:0, Stable Glass Cover
thermaldynamics:cover:0, Clear Stable Glass Cover
thermaldynamics:cover:0, Steam Cover
thermaldynamics:cover:0, Syngas Cover
thermaldynamics:cover:0, Anti Field Block Cover
thermaldynamics:cover:0, Iron-Bordered Cobblestone Cover
thermaldynamics:cover:0, Gold-Bordered Cobblestone Cover
thermaldynamics:cover:0, Diamond-Bordered Cobblestone Cover
thermaldynamics:cover:0, Emerald-Bordered Cobblestone Cover
thermaldynamics:cover:0, Quartz-Bordered Cobblestone Cover
thermaldynamics:cover:0, Jaded Ladder Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Sponge Cover
thermaldynamics:cover:0, Path Cover
thermaldynamics:cover:0, Rope Ladder Cover
thermaldynamics:cover:0, Scaffolding Cover
thermaldynamics:cover:0, Fluxed Electrum Block Cover
thermaldynamics:cover:0, Flux Crystal Block Cover
simplyjetpacks:itemjetpack:0, Creative Jetpack
simplyjetpacks:itemjetpack:1, Conductive Iron Jetpack
simplyjetpacks:itemjetpack:2, Electrical Steel Jetpack
simplyjetpacks:itemjetpack:3, Energetic Jetpack
simplyjetpacks:itemjetpack:4, Vibrant Jetpack
simplyjetpacks:itemjetpack:5, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:6, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemjetpack:7, Energetic Jetpack (Armored)
simplyjetpacks:itemjetpack:8, Vibrant Jetpack (Armored)
simplyjetpacks:itemjetpack:9, Dark Soularium JetPlate
simplyjetpacks:itemjetpack:10, Leadstone Jetpack
simplyjetpacks:itemjetpack:11, Hardened Jetpack
simplyjetpacks:itemjetpack:12, Reinforced Jetpack
simplyjetpacks:itemjetpack:13, Resonant Jetpack
simplyjetpacks:itemjetpack:14, Leadstone Jetpack (Armored)
simplyjetpacks:itemjetpack:15, Hardened Jetpack (Armored)
simplyjetpacks:itemjetpack:16, Reinforced Jetpack (Armored)
simplyjetpacks:itemjetpack:17, Resonant Jetpack (Armored)
simplyjetpacks:itemjetpack:18, Flux-Infused JetPlate
simplyjetpacks:metaitem:0, Particle Customizer (Default)
simplyjetpacks:metaitem:1, Particle Customizer (None)
simplyjetpacks:metaitem:2, Particle Customizer (Smoke Only)
simplyjetpacks:metaitem:3, Particle Customizer (Rainbow Smoke)
simplyjetpacks:metaitem:4, Leather Strap
simplyjetpacks:metaitemmods:3, Dark Soularium Ingot
simplyjetpacks:metaitemmods:4, Reinforced Glider Wing
simplyjetpacks:metaitemmods:5, Flight Control Unit (Empty)
simplyjetpacks:metaitemmods:6, Flight Control Unit
simplyjetpacks:metaitemmods:7, Conductive Iron Thruster
simplyjetpacks:metaitemmods:8, Electrical Steel Thruster
simplyjetpacks:metaitemmods:9, Energetic Thruster
simplyjetpacks:metaitemmods:10, Vibrant Thruster
simplyjetpacks:metaitemmods:11, Dark Soularium Thruster
simplyjetpacks:metaitemmods:12, Silicon Armor Plating
simplyjetpacks:metaitemmods:13, Conductive Iron Armor Plating
simplyjetpacks:metaitemmods:14, Electrical Steel Armor Plating
simplyjetpacks:metaitemmods:15, Dark Steel Armor Plating
simplyjetpacks:metaitemmods:16, Fluxed Armor Plating
simplyjetpacks:metaitemmods:17, Flux-Infused Chestplate Assembly
simplyjetpacks:metaitemmods:18, Glowstone Elevation Unit (Empty)
simplyjetpacks:metaitemmods:19, Glowstone Elevation Unit
simplyjetpacks:metaitemmods:20, Cryotheum Coolant Unit (Empty)
simplyjetpacks:metaitemmods:21, Cryotheum Coolant Unit
simplyjetpacks:metaitemmods:22, Iron Armor Plating
simplyjetpacks:metaitemmods:23, Bronze Armor Plating
simplyjetpacks:metaitemmods:24, Invar Armor Plating
simplyjetpacks:metaitemmods:25, Enderium Armor Plating
simplyjetpacks:metaitemmods:26, Leadstone Thruster
simplyjetpacks:metaitemmods:27, Hardened Thruster
simplyjetpacks:metaitemmods:28, Reinforced Thruster
simplyjetpacks:metaitemmods:29, Resonant Thruster
simplyjetpacks:metaitemmods:30, Fluxed Thruster
simplyjetpacks:itemfluxpack:0, Creative Flux Pack
simplyjetpacks:itemfluxpack:1, Basic Capacitor Pack
simplyjetpacks:itemfluxpack:2, Capacitor Pack
simplyjetpacks:itemfluxpack:3, Vibrant Capacitor Pack
simplyjetpacks:itemfluxpack:4, Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:5, Vibrant Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:6, Leadstone Flux Pack
simplyjetpacks:itemfluxpack:7, Reinforced Flux Pack
simplyjetpacks:itemfluxpack:8, Resonant Flux Pack
simplyjetpacks:itemfluxpack:9, Reinforced Flux Pack (Armored)
simplyjetpacks:itemfluxpack:10, Resonant Flux Pack (Armored)
plustic:alumitenugget, Alumite Nugget
plustic:alumiteingot, Alumite Ingot
plustic:alumiteblock, Alumite Block
plustic:plustic.molten_alumite, Molten Alumite
plustic:plustic.molten_refinedobsidian, fluid.refinedobs.name
plustic:plustic.molten_refinedglowstone, fluid.refinedglow.name
plustic:osgloglasnugget, Osgloglas Nugget
plustic:osgloglasingot, Osgloglas Ingot
plustic:osgloglasblock, Osgloglas Block
plustic:plustic.molten_osgloglas, Molten Osgloglas
plustic:osmiridiumnugget, Osmiridium Nugget
plustic:osmiridiumingot, Osmiridium Ingot
plustic:osmiridiumblock, Osmiridium Block
plustic:plustic.molten_osmiridium, Molten Osmiridium
plustic:plustic.molten_infinity, Molten Infinity
projectred-integration:gate:0, OR Gate
projectred-integration:gate:1, NOR Gate
projectred-integration:gate:2, NOT Gate
projectred-integration:gate:3, AND Gate
projectred-integration:gate:4, NAND Gate
projectred-integration:gate:5, XOR Gate
projectred-integration:gate:6, XNOR Gate
projectred-integration:gate:7, Buffer Gate
projectred-integration:gate:8, Multiplexer
projectred-integration:gate:9, Pulse Former
projectred-integration:gate:10, Repeater
projectred-integration:gate:11, Randomizer
projectred-integration:gate:12, RS Latch
projectred-integration:gate:13, Toggle Latch
projectred-integration:gate:14, Transparent Latch
projectred-integration:gate:15, Light Sensor
projectred-integration:gate:16, Rain Sensor
projectred-integration:gate:17, Timer
projectred-integration:gate:18, Sequencer
projectred-integration:gate:19, Counter
projectred-integration:gate:20, State Cell
projectred-integration:gate:21, Synchronizer
projectred-integration:gate:22, Bus Transceiver
projectred-integration:gate:23, Null Cell
projectred-integration:gate:24, Invert Cell
projectred-integration:gate:25, Buffer Cell
projectred-integration:gate:26, Comparator
projectred-integration:gate:27, AND Cell
projectred-integration:gate:28, Bus Randomizer
projectred-integration:gate:29, Bus Converter
projectred-integration:gate:30, Bus Input Panel
projectred-integration:gate:31, Data Cell
projectred-integration:gate:32, Segment Display Gate
projectred-integration:gate:33, Dec Randomizer
projectred-integration:gate:34, IC Gate
projectred-transmission:wire:0, Red Alloy Wire
projectred-transmission:wire:1, White Insulated Wire
projectred-transmission:wire:2, Orange Insulated Wire
projectred-transmission:wire:3, Magenta Insulated Wire
projectred-transmission:wire:4, Light Blue Insulated Wire
projectred-transmission:wire:5, Yellow Insulated Wire
projectred-transmission:wire:6, Lime Insulated Wire
projectred-transmission:wire:7, Pink Insulated Wire
projectred-transmission:wire:8, Grey Insulated Wire
projectred-transmission:wire:9, Light Grey Insulated Wire
projectred-transmission:wire:10, Cyan Insulated Wire
projectred-transmission:wire:11, Purple Insulated Wire
projectred-transmission:wire:12, Blue Insulated Wire
projectred-transmission:wire:13, Brown Insulated Wire
projectred-transmission:wire:14, Green Insulated Wire
projectred-transmission:wire:15, Red Insulated Wire
projectred-transmission:wire:16, Black Insulated Wire
projectred-transmission:wire:17, Bundled Cable
projectred-transmission:wire:18, White Bundled Cable
projectred-transmission:wire:19, Orange Bundled Cable
projectred-transmission:wire:20, Magenta Bundled Cable
projectred-transmission:wire:21, Light Blue Bundled Cable
projectred-transmission:wire:22, Yellow Bundled Cable
projectred-transmission:wire:23, Lime Bundled Cable
projectred-transmission:wire:24, Pink Bundled Cable
projectred-transmission:wire:25, Grey Bundled Cable
projectred-transmission:wire:26, Light Grey Bundled Cable
projectred-transmission:wire:27, Cyan Bundled Cable
projectred-transmission:wire:28, Purple Bundled Cable
projectred-transmission:wire:29, Blue Bundled Cable
projectred-transmission:wire:30, Brown Bundled Cable
projectred-transmission:wire:31, Green Bundled Cable
projectred-transmission:wire:32, Red Bundled Cable
projectred-transmission:wire:33, Black Bundled Cable
projectred-transmission:wire:34, Low Load Power Line
projectred-transmission:framed_wire:0, Framed Red Alloy Wire
projectred-transmission:framed_wire:1, Framed White Insulated Wire
projectred-transmission:framed_wire:2, Framed Orange Insulated Wire
projectred-transmission:framed_wire:3, Framed Magenta Insulated Wire
projectred-transmission:framed_wire:4, Framed Light Blue Insulated Wire
projectred-transmission:framed_wire:5, Framed Yellow Insulated Wire
projectred-transmission:framed_wire:6, Framed Lime Insulated Wire
projectred-transmission:framed_wire:7, Framed Pink Insulated Wire
projectred-transmission:framed_wire:8, Framed Grey Insulated Wire
projectred-transmission:framed_wire:9, Framed Light Grey Insulated Wire
projectred-transmission:framed_wire:10, Framed Cyan Insulated Wire
projectred-transmission:framed_wire:11, Framed Purple Insulated Wire
projectred-transmission:framed_wire:12, Framed Blue Insulated Wire
projectred-transmission:framed_wire:13, Framed Brown Insulated Wire
projectred-transmission:framed_wire:14, Framed Green Insulated Wire
projectred-transmission:framed_wire:15, Framed Red Insulated Wire
projectred-transmission:framed_wire:16, Framed Black Insulated Wire
projectred-transmission:framed_wire:17, Framed Bundled Cable
projectred-transmission:framed_wire:34, Framed Low Load Power Line
projectred-fabrication:ic_machine:0, IC Workbench
projectred-fabrication:ic_machine:1, IC Printer
projectred-fabrication:ic_blueprint, IC Blueprint
projectred-fabrication:ic_chip:0, IC Chip
projectred-fabrication:ic_chip:1, Creative Mode IC Chip
projectred-illumination:lamp:0, White Lamp
projectred-illumination:lamp:1, Orange Lamp
projectred-illumination:lamp:2, Magenta Lamp
projectred-illumination:lamp:3, Light Blue Lamp
projectred-illumination:lamp:4, Yellow Lamp
projectred-illumination:lamp:5, Lime Lamp
projectred-illumination:lamp:6, Pink Lamp
projectred-illumination:lamp:7, Grey Lamp
projectred-illumination:lamp:8, Light Grey Lamp
projectred-illumination:lamp:9, Cyan Lamp
projectred-illumination:lamp:10, Purple Lamp
projectred-illumination:lamp:11, Blue Lamp
projectred-illumination:lamp:12, Brown Lamp
projectred-illumination:lamp:13, Green Lamp
projectred-illumination:lamp:14, Red Lamp
projectred-illumination:lamp:15, Black Lamp
projectred-illumination:lamp:16, Inverted White Lamp
projectred-illumination:lamp:17, Inverted Orange Lamp
projectred-illumination:lamp:18, Inverted Magenta Lamp
projectred-illumination:lamp:19, Inverted Light Blue Lamp
projectred-illumination:lamp:20, Inverted Yellow Lamp
projectred-illumination:lamp:21, Inverted Lime Lamp
projectred-illumination:lamp:22, Inverted Pink Lamp
projectred-illumination:lamp:23, Inverted Grey Lamp
projectred-illumination:lamp:24, Inverted Light Grey Lamp
projectred-illumination:lamp:25, Inverted Cyan Lamp
projectred-illumination:lamp:26, Inverted Purple Lamp
projectred-illumination:lamp:27, Inverted Blue Lamp
projectred-illumination:lamp:28, Inverted Brown Lamp
projectred-illumination:lamp:29, Inverted Green Lamp
projectred-illumination:lamp:30, Inverted Red Lamp
projectred-illumination:lamp:31, Inverted Black Lamp
projectred-illumination:light_button:0, White Illumar Button
projectred-illumination:light_button:1, Orange Illumar Button
projectred-illumination:light_button:2, Magenta Illumar Button
projectred-illumination:light_button:3, Light Blue Illumar Button
projectred-illumination:light_button:4, Yellow Illumar Button
projectred-illumination:light_button:5, Lime Illumar Button
projectred-illumination:light_button:6, Pink Illumar Button
projectred-illumination:light_button:7, Grey Illumar Button
projectred-illumination:light_button:8, Light Grey Illumar Button
projectred-illumination:light_button:9, Cyan Illumar Button
projectred-illumination:light_button:10, Purple Illumar Button
projectred-illumination:light_button:11, Blue Illumar Button
projectred-illumination:light_button:12, Brown Illumar Button
projectred-illumination:light_button:13, Green Illumar Button
projectred-illumination:light_button:14, Red Illumar Button
projectred-illumination:light_button:15, Black Illumar Button
projectred-illumination:feedback_light_button:0, White Illumar Feedback Button
projectred-illumination:feedback_light_button:1, Orange Illumar Feedback Button
projectred-illumination:feedback_light_button:2, Magenta Illumar Feedback Button
projectred-illumination:feedback_light_button:3, Light Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:4, Yellow Illumar Feedback Button
projectred-illumination:feedback_light_button:5, Lime Illumar Feedback Button
projectred-illumination:feedback_light_button:6, Pink Illumar Feedback Button
projectred-illumination:feedback_light_button:7, Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:8, Light Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:9, Cyan Illumar Feedback Button
projectred-illumination:feedback_light_button:10, Purple Illumar Feedback Button
projectred-illumination:feedback_light_button:11, Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:12, Brown Illumar Feedback Button
projectred-illumination:feedback_light_button:13, Green Illumar Feedback Button
projectred-illumination:feedback_light_button:14, Red Illumar Feedback Button
projectred-illumination:feedback_light_button:15, Black Illumar Feedback Button
projectred-illumination:lantern:0, White Lantern
projectred-illumination:lantern:1, Orange Lantern
projectred-illumination:lantern:2, Magenta Lantern
projectred-illumination:lantern:3, Light Blue Lantern
projectred-illumination:lantern:4, Yellow Lantern
projectred-illumination:lantern:5, Lime Lantern
projectred-illumination:lantern:6, Pink Lantern
projectred-illumination:lantern:7, Grey Lantern
projectred-illumination:lantern:8, Light Grey Lantern
projectred-illumination:lantern:9, Cyan Lantern
projectred-illumination:lantern:10, Purple Lantern
projectred-illumination:lantern:11, Blue Lantern
projectred-illumination:lantern:12, Brown Lantern
projectred-illumination:lantern:13, Green Lantern
projectred-illumination:lantern:14, Red Lantern
projectred-illumination:lantern:15, Black Lantern
projectred-illumination:inverted_lantern:0, Inverted White Lantern
projectred-illumination:inverted_lantern:1, Inverted Orange Lantern
projectred-illumination:inverted_lantern:2, Inverted Magenta Lantern
projectred-illumination:inverted_lantern:3, Inverted Light Blue Lantern
projectred-illumination:inverted_lantern:4, Inverted Yellow Lantern
projectred-illumination:inverted_lantern:5, Inverted Lime Lantern
projectred-illumination:inverted_lantern:6, Inverted Pink Lantern
projectred-illumination:inverted_lantern:7, Inverted Grey Lantern
projectred-illumination:inverted_lantern:8, Inverted Light Grey Lantern
projectred-illumination:inverted_lantern:9, Inverted Cyan Lantern
projectred-illumination:inverted_lantern:10, Inverted Purple Lantern
